Index,Sentiment,Date
183,-0.13008124999999998,2016-07-06
184,0.28591666666666665,2016-07-07
185,-0.35591666666666666,2016-07-08
186,0.6488,2016-07-09
187,-0.4619,2016-07-10
188,0.2106,2016-07-11
189,0.061085714285714285,2016-07-12
190,0.14021333333333333,2016-07-13
191,0.061899999999999976,2016-07-14
192,-0.13685,2016-07-15
193,-0.005014285714285709,2016-07-16
194,-0.1122764705882353,2016-07-17
195,0.3918000000000001,2016-07-18
196,0.5084714285714286,2016-07-19
197,0.38765000000000005,2016-07-20
198,0.45524117647058826,2016-07-21
199,0.5029142857142858,2016-07-22
200,-0.29047500000000004,2016-07-23
201,-0.15045,2016-07-24
202,0.032211111111111114,2016-07-25
203,-0.18872000000000003,2016-07-26
204,0.030847368421052623,2016-07-27
205,0.1623176470588235,2016-07-28
206,-0.22743571428571432,2016-07-29
207,0.03391538461538461,2016-07-30
208,-0.35234,2016-07-31
209,-0.03882727272727274,2016-08-01
210,0.12007857142857145,2016-08-02
211,0.4862714285714286,2016-08-03
212,0.56698,2016-08-04
213,-0.10279999999999999,2016-08-05
214,-0.22167499999999998,2016-08-06
215,-0.008785714285714301,2016-08-07
216,0.3037615384615385,2016-08-08
217,0.4500454545454545,2016-08-09
218,-0.012940000000000004,2016-08-10
219,0.239125,2016-08-11
220,0.0031300000000000104,2016-08-12
221,0.57645,2016-08-13
222,-0.3062875,2016-08-14
223,-0.08778,2016-08-15
224,-0.12725,2016-08-16
225,0.004739999999999989,2016-08-17
226,0.0,2016-08-18
227,0.3309875,2016-08-19
228,0.26268888888888886,2016-08-20
229,0.6886749999999999,2016-08-21
230,0.041761538461538475,2016-08-22
231,0.1402875,2016-08-23
232,0.4415375,2016-08-24
233,-0.07670999999999999,2016-08-25
234,-0.0645894736842105,2016-08-26
235,0.051787499999999986,2016-08-27
236,0.2635222222222222,2016-08-28
237,-0.49382727272727284,2016-08-29
238,0.19741666666666666,2016-08-30
239,0.37236,2016-08-31
240,0.39276,2016-09-01
241,0.33394,2016-09-02
242,0.28885999999999995,2016-09-03
243,-0.2305222222222222,2016-09-04
244,-0.03358181818181817,2016-09-05
245,0.40797,2016-09-06
246,0.2364,2016-09-07
247,0.3544076923076923,2016-09-08
248,0.04809,2016-09-09
249,0.33887500000000004,2016-09-10
250,-0.44975,2016-09-11
251,0.22236666666666668,2016-09-12
252,0.4292888888888889,2016-09-13
253,0.4578,2016-09-14
254,0.41756666666666664,2016-09-15
255,0.6174333333333334,2016-09-16
256,-0.22392857142857142,2016-09-17
257,0.6804,2016-09-18
258,-0.12275555555555556,2016-09-19
259,0.25791,2016-09-20
260,0.3463857142857143,2016-09-21
261,0.4484,2016-09-22
262,0.16367142857142855,2016-09-23
263,0.19982857142857144,2016-09-24
264,-0.0561,2016-09-25
265,0.13355000000000003,2016-09-26
266,0.2914745098039216,2016-09-27
